Language	Split	Size	Replacement	Model	Score
ger	3	1000	with	Morfessor	32.51
ger	3	1000	with	0-CRF	59.766
ger	3	1000	with	Seq2seq	69.356
ger	3	1000	with	2-CRF	72.174
ger	3	1000	with	1-CRF	72.28
ger	3	1000	with	3-CRF	72.336
ger	3	1000	with	4-CRF	72.964
ger	4	1000	with	Morfessor	32.562
ger	4	1000	with	0-CRF	57.338
ger	4	1000	with	Seq2seq	67.598
ger	4	1000	with	1-CRF	70.584
ger	4	1000	with	2-CRF	71.342
ger	4	1000	with	3-CRF	71.812
ger	4	1000	with	4-CRF	71.888
ger	5	1000	with	Morfessor	29.082
ger	5	1000	with	0-CRF	59.15
ger	5	1000	with	Seq2seq	69.458
ger	5	1000	with	1-CRF	72.496
ger	5	1000	with	2-CRF	72.732
ger	5	1000	with	4-CRF	72.826
ger	5	1000	with	3-CRF	73.126
ger	6	1000	with	Morfessor	30.022
ger	6	1000	with	0-CRF	59.316
ger	6	1000	with	Seq2seq	70.562
ger	6	1000	with	4-CRF	71.744
ger	6	1000	with	2-CRF	71.804
ger	6	1000	with	3-CRF	71.902
ger	6	1000	with	1-CRF	72.47
ger	7	1000	with	Morfessor	28.522
ger	7	1000	with	0-CRF	58.926
ger	7	1000	with	Seq2seq	69.212
ger	7	1000	with	2-CRF	72.538
ger	7	1000	with	3-CRF	72.736
ger	7	1000	with	4-CRF	72.948
ger	7	1000	with	1-CRF	73.132
ger	8	1000	with	Morfessor	29.666
ger	8	1000	with	0-CRF	58.352
ger	8	1000	with	Seq2seq	68.56
ger	8	1000	with	4-CRF	70.574
ger	8	1000	with	1-CRF	70.704
ger	8	1000	with	3-CRF	71.054
ger	8	1000	with	2-CRF	71.106
ger	9	1000	with	Morfessor	29.28
ger	9	1000	with	0-CRF	59.744
ger	9	1000	with	Seq2seq	70.556
ger	9	1000	with	2-CRF	74.038
ger	9	1000	with	3-CRF	74.19
ger	9	1000	with	1-CRF	74.236
ger	9	1000	with	4-CRF	74.324
ger	10	1000	with	Morfessor	29.58
ger	10	1000	with	0-CRF	59.294
ger	10	1000	with	Seq2seq	67.004
ger	10	1000	with	1-CRF	70.75
ger	10	1000	with	3-CRF	71.272
ger	10	1000	with	4-CRF	71.36
ger	10	1000	with	2-CRF	71.628
ger	11	1000	with	Morfessor	30.038
ger	11	1000	with	0-CRF	58.388
ger	11	1000	with	Seq2seq	67.752
ger	11	1000	with	4-CRF	71.51
ger	11	1000	with	1-CRF	71.518
ger	11	1000	with	3-CRF	71.91199999999999
ger	11	1000	with	2-CRF	71.98
ger	12	1000	with	Morfessor	30.206
ger	12	1000	with	0-CRF	57.71
ger	12	1000	with	Seq2seq	67.822
ger	12	1000	with	1-CRF	71.402
ger	12	1000	with	3-CRF	71.57600000000001
ger	12	1000	with	4-CRF	71.742
ger	12	1000	with	2-CRF	71.746
ger	13	1000	with	Morfessor	29.131999999999998
ger	13	1000	with	0-CRF	59.016
ger	13	1000	with	Seq2seq	69.226
ger	13	1000	with	1-CRF	72.456
ger	13	1000	with	3-CRF	72.806
ger	13	1000	with	4-CRF	73.044
ger	13	1000	with	2-CRF	73.18599999999999
ger	14	1000	with	Morfessor	28.944
ger	14	1000	with	0-CRF	57.738
ger	14	1000	with	Seq2seq	68.068
ger	14	1000	with	1-CRF	70.622
ger	14	1000	with	2-CRF	71.10000000000001
ger	14	1000	with	3-CRF	71.11
ger	14	1000	with	4-CRF	71.308
ger	15	1000	with	Morfessor	27.904
ger	15	1000	with	0-CRF	56.756
ger	15	1000	with	Seq2seq	66.578
ger	15	1000	with	1-CRF	70.19
ger	15	1000	with	3-CRF	71.424
ger	15	1000	with	2-CRF	71.462
ger	15	1000	with	4-CRF	71.64
ger	16	1000	with	Morfessor	31.144
ger	16	1000	with	0-CRF	58.334
ger	16	1000	with	Seq2seq	68.216
ger	16	1000	with	1-CRF	71.7
ger	16	1000	with	4-CRF	71.778
ger	16	1000	with	2-CRF	72.104
ger	16	1000	with	3-CRF	72.408
ger	17	1000	with	Morfessor	27.804
ger	17	1000	with	0-CRF	57.826
ger	17	1000	with	Seq2seq	66.168
ger	17	1000	with	1-CRF	71.158
ger	17	1000	with	4-CRF	71.502
ger	17	1000	with	2-CRF	71.95
ger	17	1000	with	3-CRF	71.962
ger	18	1000	with	Morfessor	30.164
ger	18	1000	with	0-CRF	57.55
ger	18	1000	with	Seq2seq	68.094
ger	18	1000	with	1-CRF	71.788
ger	18	1000	with	4-CRF	72.186
ger	18	1000	with	3-CRF	72.26
ger	18	1000	with	2-CRF	72.456
ger	19	1000	with	Morfessor	32.044
ger	19	1000	with	0-CRF	59.976
ger	19	1000	with	Seq2seq	68.956
ger	19	1000	with	2-CRF	71.916
ger	19	1000	with	4-CRF	72.06400000000001
ger	19	1000	with	3-CRF	72.226
ger	19	1000	with	1-CRF	72.588
ger	20	1000	with	Morfessor	28.838
ger	20	1000	with	0-CRF	57.928000000000004
ger	20	1000	with	Seq2seq	69.092
ger	20	1000	with	1-CRF	71.81
ger	20	1000	with	2-CRF	71.982
ger	20	1000	with	4-CRF	72.002
ger	20	1000	with	3-CRF	72.272
ger	21	1000	with	Morfessor	30.45
ger	21	1000	with	0-CRF	58.238
ger	21	1000	with	Seq2seq	70.66799999999999
ger	21	1000	with	2-CRF	72.632
ger	21	1000	with	1-CRF	72.73
ger	21	1000	with	4-CRF	73.018
ger	21	1000	with	3-CRF	73.176
ger	22	1000	with	Morfessor	29.576
ger	22	1000	with	0-CRF	58.922000000000004
ger	22	1000	with	Seq2seq	69.688
ger	22	1000	with	2-CRF	71.694
ger	22	1000	with	3-CRF	71.97
ger	22	1000	with	1-CRF	72.05199999999999
ger	22	1000	with	4-CRF	72.056
ger	23	1000	with	Morfessor	31.776
ger	23	1000	with	0-CRF	60.128
ger	23	1000	with	Seq2seq	68.176
ger	23	1000	with	3-CRF	72.414
ger	23	1000	with	2-CRF	72.782
ger	23	1000	with	1-CRF	72.87
ger	23	1000	with	4-CRF	73.192
ger	24	1000	with	Morfessor	31.942
ger	24	1000	with	0-CRF	59.48
ger	24	1000	with	Seq2seq	69.488
ger	24	1000	with	1-CRF	72.136
ger	24	1000	with	2-CRF	73.026
ger	24	1000	with	3-CRF	73.246
ger	24	1000	with	4-CRF	73.374
ger	25	1000	with	Morfessor	30.302
ger	25	1000	with	0-CRF	58.094
ger	25	1000	with	Seq2seq	69.73400000000001
ger	25	1000	with	2-CRF	73.206
ger	25	1000	with	1-CRF	73.72
ger	25	1000	with	3-CRF	73.852
ger	25	1000	with	4-CRF	73.964
ger	26	1000	with	Morfessor	31.89
ger	26	1000	with	0-CRF	60.012
ger	26	1000	with	Seq2seq	71.456
ger	26	1000	with	1-CRF	71.866
ger	26	1000	with	2-CRF	72.108
ger	26	1000	with	3-CRF	72.538
ger	26	1000	with	4-CRF	72.616
ger	27	1000	with	Morfessor	28.672
ger	27	1000	with	0-CRF	55.552
ger	27	1000	with	Seq2seq	68.664
ger	27	1000	with	1-CRF	69.094
ger	27	1000	with	2-CRF	69.264
ger	27	1000	with	3-CRF	69.81
ger	27	1000	with	4-CRF	70.064
ger	28	1000	with	Morfessor	30.19
ger	28	1000	with	0-CRF	58.644
ger	28	1000	with	Seq2seq	68.006
ger	28	1000	with	1-CRF	72.28999999999999
ger	28	1000	with	2-CRF	72.966
ger	28	1000	with	4-CRF	73.214
ger	28	1000	with	3-CRF	73.304
ger	29	1000	with	Morfessor	29.156
ger	29	1000	with	0-CRF	57.522
ger	29	1000	with	Seq2seq	69.792
ger	29	1000	with	1-CRF	71.964
ger	29	1000	with	4-CRF	72.654
ger	29	1000	with	2-CRF	73.154
ger	29	1000	with	3-CRF	73.304
ger	30	1000	with	Morfessor	28.466
ger	30	1000	with	0-CRF	57.358
ger	30	1000	with	Seq2seq	68.058
ger	30	1000	with	1-CRF	71.044
ger	30	1000	with	4-CRF	71.34
ger	30	1000	with	3-CRF	71.652
ger	30	1000	with	2-CRF	71.896
ger	31	1000	with	Morfessor	29.446
ger	31	1000	with	0-CRF	60.234
ger	31	1000	with	Seq2seq	67.452
ger	31	1000	with	2-CRF	72.572
ger	31	1000	with	3-CRF	72.986
ger	31	1000	with	4-CRF	73.104
ger	31	1000	with	1-CRF	73.238
ger	32	1000	with	Morfessor	30.258
ger	32	1000	with	0-CRF	59.24
ger	32	1000	with	Seq2seq	68.758
ger	32	1000	with	1-CRF	73.08399999999999
ger	32	1000	with	3-CRF	73.854
ger	32	1000	with	4-CRF	73.946
ger	32	1000	with	2-CRF	73.96
ger	33	1000	with	Morfessor	29.296
ger	33	1000	with	0-CRF	59.612
ger	33	1000	with	Seq2seq	69.458
ger	33	1000	with	1-CRF	72.794
ger	33	1000	with	3-CRF	73.066
ger	33	1000	with	2-CRF	73.236
ger	33	1000	with	4-CRF	73.28
ger	34	1000	with	Morfessor	30.259999999999998
ger	34	1000	with	0-CRF	57.092
ger	34	1000	with	Seq2seq	68.008
ger	34	1000	with	1-CRF	69.122
ger	34	1000	with	2-CRF	70.374
ger	34	1000	with	4-CRF	70.632
ger	34	1000	with	3-CRF	70.814
ger	35	1000	with	Morfessor	30.21
ger	35	1000	with	0-CRF	59.006
ger	35	1000	with	Seq2seq	69.784
ger	35	1000	with	1-CRF	72.058
ger	35	1000	with	4-CRF	72.894
ger	35	1000	with	2-CRF	72.944
ger	35	1000	with	3-CRF	73.034
ger	36	1000	with	Morfessor	26.362000000000002
ger	36	1000	with	0-CRF	57.49
ger	36	1000	with	Seq2seq	67.44
ger	36	1000	with	1-CRF	71.118
ger	36	1000	with	2-CRF	71.268
ger	36	1000	with	4-CRF	71.42
ger	36	1000	with	3-CRF	71.70400000000001
ger	37	1000	with	Morfessor	29.192
ger	37	1000	with	0-CRF	59.422000000000004
ger	37	1000	with	Seq2seq	68.006
ger	37	1000	with	1-CRF	73.348
ger	37	1000	with	2-CRF	73.61
ger	37	1000	with	3-CRF	73.624
ger	37	1000	with	4-CRF	73.748
ger	38	1000	with	Morfessor	29.198
ger	38	1000	with	0-CRF	59.166
ger	38	1000	with	Seq2seq	68.766
ger	38	1000	with	1-CRF	72.262
ger	38	1000	with	4-CRF	72.55799999999999
ger	38	1000	with	3-CRF	72.898
ger	38	1000	with	2-CRF	73.002
ger	39	1000	with	Morfessor	30.436
ger	39	1000	with	0-CRF	60.42
ger	39	1000	with	Seq2seq	69.878
ger	39	1000	with	1-CRF	72.298
ger	39	1000	with	2-CRF	73.252
ger	39	1000	with	4-CRF	73.254
ger	39	1000	with	3-CRF	73.374
ger	40	1000	with	Morfessor	28.782
ger	40	1000	with	0-CRF	56.525999999999996
ger	40	1000	with	Seq2seq	67.02
ger	40	1000	with	1-CRF	70.098
ger	40	1000	with	2-CRF	71.09
ger	40	1000	with	4-CRF	71.18
ger	40	1000	with	3-CRF	71.464
ger	41	1000	with	Morfessor	28.628
ger	41	1000	with	0-CRF	59.158
ger	41	1000	with	Seq2seq	69.116
ger	41	1000	with	1-CRF	70.68599999999999
ger	41	1000	with	2-CRF	71.43599999999999
ger	41	1000	with	4-CRF	71.78
ger	41	1000	with	3-CRF	71.89
ger	42	1000	with	Morfessor	29.998
ger	42	1000	with	0-CRF	58.548
ger	42	1000	with	Seq2seq	67.812
ger	42	1000	with	4-CRF	69.922
ger	42	1000	with	3-CRF	70.148
ger	42	1000	with	1-CRF	70.238
ger	42	1000	with	2-CRF	70.584
ger	43	1000	with	Morfessor	29.971999999999998
ger	43	1000	with	0-CRF	58.352000000000004
ger	43	1000	with	Seq2seq	67.566
ger	43	1000	with	1-CRF	72.208
ger	43	1000	with	2-CRF	72.304
ger	43	1000	with	4-CRF	72.568
ger	43	1000	with	3-CRF	72.652
ger	44	1000	with	Morfessor	30.128
ger	44	1000	with	0-CRF	59.516
ger	44	1000	with	Seq2seq	71.364
ger	44	1000	with	1-CRF	72.404
ger	44	1000	with	2-CRF	72.508
ger	44	1000	with	4-CRF	72.718
ger	44	1000	with	3-CRF	72.794
ger	45	1000	with	Morfessor	31.924
ger	45	1000	with	0-CRF	58.76
ger	45	1000	with	Seq2seq	68.548
ger	45	1000	with	1-CRF	72.372
ger	45	1000	with	2-CRF	72.986
ger	45	1000	with	3-CRF	73.334
ger	45	1000	with	4-CRF	73.816
ger	46	1000	with	Morfessor	34.96
ger	46	1000	with	0-CRF	60.986
ger	46	1000	with	Seq2seq	71.38799999999999
ger	46	1000	with	1-CRF	74.322
ger	46	1000	with	2-CRF	74.594
ger	46	1000	with	3-CRF	74.702
ger	46	1000	with	4-CRF	74.738
ger	47	1000	with	Morfessor	29.134
ger	47	1000	with	0-CRF	58.37
ger	47	1000	with	Seq2seq	67.298
ger	47	1000	with	2-CRF	71.33200000000001
ger	47	1000	with	1-CRF	71.462
ger	47	1000	with	4-CRF	71.496
ger	47	1000	with	3-CRF	71.566
ger	48	1000	with	Morfessor	29.616
ger	48	1000	with	0-CRF	60.0
ger	48	1000	with	Seq2seq	69.458
ger	48	1000	with	4-CRF	73.152
ger	48	1000	with	2-CRF	73.2
ger	48	1000	with	1-CRF	73.212
ger	48	1000	with	3-CRF	73.502
ger	49	1000	with	Morfessor	28.848
ger	49	1000	with	0-CRF	58.722
ger	49	1000	with	Seq2seq	69.304
ger	49	1000	with	1-CRF	71.474
ger	49	1000	with	3-CRF	71.768
ger	49	1000	with	4-CRF	71.828
ger	49	1000	with	2-CRF	71.934
ger	50	1000	with	Morfessor	30.498
ger	50	1000	with	0-CRF	57.164
ger	50	1000	with	Seq2seq	65.612
ger	50	1000	with	1-CRF	69.956
ger	50	1000	with	3-CRF	71.69800000000001
ger	50	1000	with	2-CRF	71.712
ger	50	1000	with	4-CRF	72.218
ger	1	1000	without	Morfessor	26.514
ger	1	1000	without	0-CRF	55.078
ger	1	1000	without	Seq2seq	63.646
ger	1	1000	without	3-CRF	68.886
ger	1	1000	without	1-CRF	69.062
ger	1	1000	without	2-CRF	69.32600000000001
ger	1	1000	without	4-CRF	69.458
ger	2	1000	without	Morfessor	25.322
ger	2	1000	without	0-CRF	52.944
ger	2	1000	without	Seq2seq	62.878
ger	2	1000	without	1-CRF	66.802
ger	2	1000	without	2-CRF	67.282
ger	2	1000	without	3-CRF	67.456
ger	2	1000	without	4-CRF	67.642
ger	3	1000	without	Morfessor	25.448
ger	3	1000	without	0-CRF	52.266
ger	3	1000	without	Seq2seq	62.842
ger	3	1000	without	1-CRF	65.022
ger	3	1000	without	4-CRF	65.894
ger	3	1000	without	3-CRF	66.214
ger	3	1000	without	2-CRF	66.292
ger	4	1000	without	Morfessor	26.022
ger	4	1000	without	0-CRF	52.321999999999996
ger	4	1000	without	Seq2seq	61.11
ger	4	1000	without	1-CRF	66.3
ger	4	1000	without	3-CRF	67.05199999999999
ger	4	1000	without	2-CRF	67.194
ger	4	1000	without	4-CRF	67.44800000000001
ger	5	1000	without	Morfessor	26.216
ger	5	1000	without	0-CRF	54.724000000000004
ger	5	1000	without	Seq2seq	63.234
ger	5	1000	without	1-CRF	67.014
ger	5	1000	without	4-CRF	67.86200000000001
ger	5	1000	without	2-CRF	67.932
ger	5	1000	without	3-CRF	67.938
ger	6	1000	without	Morfessor	25.724
ger	6	1000	without	0-CRF	53.296
ger	6	1000	without	Seq2seq	62.367999999999995
ger	6	1000	without	1-CRF	65.544
ger	6	1000	without	3-CRF	65.678
ger	6	1000	without	2-CRF	65.752
ger	6	1000	without	4-CRF	65.948
ger	7	1000	without	Morfessor	26.326
ger	7	1000	without	0-CRF	52.814
ger	7	1000	without	Seq2seq	62.668
ger	7	1000	without	1-CRF	66.39999999999999
ger	7	1000	without	2-CRF	67.07000000000001
ger	7	1000	without	3-CRF	67.078
ger	7	1000	without	4-CRF	67.184
ger	8	1000	without	Morfessor	26.842
ger	8	1000	without	0-CRF	52.516
ger	8	1000	without	Seq2seq	63.336
ger	8	1000	without	1-CRF	67.938
ger	8	1000	without	2-CRF	68.328
ger	8	1000	without	3-CRF	68.706
ger	8	1000	without	4-CRF	68.818
ger	9	1000	without	Morfessor	25.266
ger	9	1000	without	0-CRF	53.846000000000004
ger	9	1000	without	Seq2seq	61.754
ger	9	1000	without	1-CRF	66.86999999999999
ger	9	1000	without	2-CRF	66.882
ger	9	1000	without	3-CRF	67.214
ger	9	1000	without	4-CRF	67.75
ger	10	1000	without	Morfessor	25.336
ger	10	1000	without	0-CRF	54.666
ger	10	1000	without	Seq2seq	63.606
ger	10	1000	without	1-CRF	66.716
ger	10	1000	without	2-CRF	67.512
ger	10	1000	without	3-CRF	67.9
ger	10	1000	without	4-CRF	67.986
ger	11	1000	without	Morfessor	25.414
ger	11	1000	without	0-CRF	50.976
ger	11	1000	without	Seq2seq	60.372
ger	11	1000	without	1-CRF	64.426
ger	11	1000	without	4-CRF	64.808
ger	11	1000	without	3-CRF	65.05199999999999
ger	11	1000	without	2-CRF	65.172
ger	12	1000	without	Morfessor	25.0
ger	12	1000	without	0-CRF	54.814
ger	12	1000	without	Seq2seq	63.56
ger	12	1000	without	4-CRF	66.626
ger	12	1000	without	2-CRF	66.898
ger	12	1000	without	3-CRF	66.926
ger	12	1000	without	1-CRF	67.32600000000001
ger	13	1000	without	Morfessor	25.598
ger	13	1000	without	0-CRF	53.208
ger	13	1000	without	Seq2seq	61.274
ger	13	1000	without	1-CRF	66.302
ger	13	1000	without	2-CRF	66.94
ger	13	1000	without	3-CRF	67.05
ger	13	1000	without	4-CRF	67.352
ger	14	1000	without	Morfessor	27.17
ger	14	1000	without	0-CRF	54.724
ger	14	1000	without	Seq2seq	64.028
ger	14	1000	without	1-CRF	67.748
ger	14	1000	without	2-CRF	68.474
ger	14	1000	without	3-CRF	68.524
ger	14	1000	without	4-CRF	68.74
ger	15	1000	without	Morfessor	25.712
ger	15	1000	without	0-CRF	53.04
ger	15	1000	without	Seq2seq	63.688
ger	15	1000	without	1-CRF	67.1
ger	15	1000	without	2-CRF	67.22
ger	15	1000	without	3-CRF	67.676
ger	15	1000	without	4-CRF	67.888
ger	16	1000	without	Morfessor	26.216
ger	16	1000	without	0-CRF	53.15
ger	16	1000	without	Seq2seq	64.108
ger	16	1000	without	1-CRF	67.982
ger	16	1000	without	2-CRF	68.578
ger	16	1000	without	4-CRF	68.748
ger	16	1000	without	3-CRF	68.982
ger	17	1000	without	Morfessor	27.358
ger	17	1000	without	0-CRF	53.17
ger	17	1000	without	Seq2seq	64.242
ger	17	1000	without	1-CRF	66.492
ger	17	1000	without	2-CRF	67.464
ger	17	1000	without	3-CRF	67.646
ger	17	1000	without	4-CRF	67.826
ger	18	1000	without	Morfessor	26.08
ger	18	1000	without	0-CRF	52.846000000000004
ger	18	1000	without	Seq2seq	61.972
ger	18	1000	without	1-CRF	65.274
ger	18	1000	without	2-CRF	65.32
ger	18	1000	without	4-CRF	65.816
ger	18	1000	without	3-CRF	65.894
ger	19	1000	without	Morfessor	27.07
ger	19	1000	without	0-CRF	55.153999999999996
ger	19	1000	without	Seq2seq	64.1
ger	19	1000	without	1-CRF	67.836
ger	19	1000	without	2-CRF	68.776
ger	19	1000	without	3-CRF	69.232
ger	19	1000	without	4-CRF	69.732
ger	20	1000	without	Morfessor	26.476
ger	20	1000	without	0-CRF	54.596
ger	20	1000	without	Seq2seq	62.966
ger	20	1000	without	2-CRF	67.5
ger	20	1000	without	1-CRF	67.75
ger	20	1000	without	3-CRF	67.824
ger	20	1000	without	4-CRF	67.86
ger	21	1000	without	Morfessor	26.564
ger	21	1000	without	0-CRF	53.794
ger	21	1000	without	Seq2seq	63.33
ger	21	1000	without	4-CRF	66.53999999999999
ger	21	1000	without	3-CRF	66.904
ger	21	1000	without	1-CRF	66.982
ger	21	1000	without	2-CRF	67.086
ger	22	1000	without	Morfessor	24.988
ger	22	1000	without	0-CRF	53.99
ger	22	1000	without	Seq2seq	65.57
ger	22	1000	without	1-CRF	67.288
ger	22	1000	without	2-CRF	68.316
ger	22	1000	without	4-CRF	68.61
ger	22	1000	without	3-CRF	68.976
ger	23	1000	without	Morfessor	27.704
ger	23	1000	without	0-CRF	56.102
ger	23	1000	without	Seq2seq	64.826
ger	23	1000	without	4-CRF	68.432
ger	23	1000	without	1-CRF	68.494
ger	23	1000	without	3-CRF	68.57000000000001
ger	23	1000	without	2-CRF	68.834
ger	24	1000	without	Morfessor	26.328
ger	24	1000	without	0-CRF	55.028
ger	24	1000	without	Seq2seq	63.699999999999996
ger	24	1000	without	1-CRF	67.216
ger	24	1000	without	2-CRF	67.438
ger	24	1000	without	3-CRF	67.646
ger	24	1000	without	4-CRF	67.808
ger	25	1000	without	Morfessor	24.72
ger	25	1000	without	0-CRF	54.72
ger	25	1000	without	Seq2seq	64.974
ger	25	1000	without	1-CRF	67.74199999999999
ger	25	1000	without	2-CRF	68.474
ger	25	1000	without	3-CRF	68.568
ger	25	1000	without	4-CRF	68.902
ger	26	1000	without	Morfessor	25.994
ger	26	1000	without	0-CRF	53.934
ger	26	1000	without	Seq2seq	62.922
ger	26	1000	without	1-CRF	66.814
ger	26	1000	without	2-CRF	66.962
ger	26	1000	without	3-CRF	67.322
ger	26	1000	without	4-CRF	67.822
ger	27	1000	without	Morfessor	24.968
ger	27	1000	without	0-CRF	52.962
ger	27	1000	without	Seq2seq	63.018
ger	27	1000	without	1-CRF	65.458
ger	27	1000	without	2-CRF	65.682
ger	27	1000	without	3-CRF	65.94200000000001
ger	27	1000	without	4-CRF	66.118
ger	28	1000	without	Morfessor	25.669999999999998
ger	28	1000	without	0-CRF	52.348
ger	28	1000	without	Seq2seq	64.122
ger	28	1000	without	1-CRF	66.414
ger	28	1000	without	2-CRF	67.18
ger	28	1000	without	4-CRF	67.316
ger	28	1000	without	3-CRF	67.45
ger	29	1000	without	Morfessor	25.854
ger	29	1000	without	0-CRF	53.946
ger	29	1000	without	Seq2seq	62.001999999999995
ger	29	1000	without	1-CRF	66.42399999999999
ger	29	1000	without	2-CRF	67.224
ger	29	1000	without	3-CRF	67.472
ger	29	1000	without	4-CRF	67.876
ger	30	1000	without	Morfessor	25.317999999999998
ger	30	1000	without	0-CRF	52.662
ger	30	1000	without	Seq2seq	61.992
ger	30	1000	without	1-CRF	65.75
ger	30	1000	without	2-CRF	66.352
ger	30	1000	without	3-CRF	66.532
ger	30	1000	without	4-CRF	67.22800000000001
ger	31	1000	without	Morfessor	25.62
ger	31	1000	without	0-CRF	53.062
ger	31	1000	without	Seq2seq	63.066
ger	31	1000	without	1-CRF	65.55799999999999
ger	31	1000	without	2-CRF	66.166
ger	31	1000	without	3-CRF	66.21
ger	31	1000	without	4-CRF	66.258
ger	32	1000	without	Morfessor	26.887999999999998
ger	32	1000	without	0-CRF	55.034
ger	32	1000	without	Seq2seq	63.372
ger	32	1000	without	1-CRF	67.324
ger	32	1000	without	2-CRF	68.144
ger	32	1000	without	4-CRF	68.712
ger	32	1000	without	3-CRF	68.914
ger	33	1000	without	Morfessor	25.516
ger	33	1000	without	0-CRF	52.242
ger	33	1000	without	Seq2seq	64.138
ger	33	1000	without	4-CRF	66.712
ger	33	1000	without	1-CRF	67.058
ger	33	1000	without	2-CRF	67.202
ger	33	1000	without	3-CRF	67.28399999999999
ger	34	1000	without	Morfessor	24.866
ger	34	1000	without	0-CRF	53.476
ger	34	1000	without	Seq2seq	61.37
ger	34	1000	without	2-CRF	65.962
ger	34	1000	without	1-CRF	66.212
ger	34	1000	without	3-CRF	66.256
ger	34	1000	without	4-CRF	66.492
ger	35	1000	without	Morfessor	27.956
ger	35	1000	without	0-CRF	54.508
ger	35	1000	without	Seq2seq	63.588
ger	35	1000	without	2-CRF	67.6
ger	35	1000	without	1-CRF	67.648
ger	35	1000	without	3-CRF	68.248
ger	35	1000	without	4-CRF	68.43599999999999
ger	36	1000	without	Morfessor	27.946
ger	36	1000	without	0-CRF	53.006
ger	36	1000	without	Seq2seq	61.238
ger	36	1000	without	1-CRF	66.30199999999999
ger	36	1000	without	2-CRF	66.412
ger	36	1000	without	3-CRF	66.494
ger	36	1000	without	4-CRF	66.632
ger	37	1000	without	Morfessor	27.626
ger	37	1000	without	0-CRF	54.482
ger	37	1000	without	Seq2seq	61.184
ger	37	1000	without	1-CRF	66.282
ger	37	1000	without	4-CRF	66.964
ger	37	1000	without	2-CRF	67.102
ger	37	1000	without	3-CRF	67.116
ger	38	1000	without	Morfessor	24.988
ger	38	1000	without	0-CRF	54.576
ger	38	1000	without	Seq2seq	63.544
ger	38	1000	without	1-CRF	67.118
ger	38	1000	without	4-CRF	67.772
ger	38	1000	without	2-CRF	68.006
ger	38	1000	without	3-CRF	68.078
ger	39	1000	without	Morfessor	27.244
ger	39	1000	without	0-CRF	53.672000000000004
ger	39	1000	without	Seq2seq	61.806
ger	39	1000	without	1-CRF	66.476
ger	39	1000	without	2-CRF	66.97
ger	39	1000	without	3-CRF	67.464
ger	39	1000	without	4-CRF	67.562
ger	40	1000	without	Morfessor	25.3
ger	40	1000	without	0-CRF	51.873999999999995
ger	40	1000	without	Seq2seq	62.688
ger	40	1000	without	2-CRF	65.36
ger	40	1000	without	1-CRF	65.492
ger	40	1000	without	3-CRF	65.566
ger	40	1000	without	4-CRF	65.75
ger	41	1000	without	Morfessor	25.004
ger	41	1000	without	0-CRF	52.962
ger	41	1000	without	Seq2seq	62.922
ger	41	1000	without	1-CRF	64.692
ger	41	1000	without	2-CRF	66.16
ger	41	1000	without	4-CRF	66.336
ger	41	1000	without	3-CRF	66.466
ger	42	1000	without	Morfessor	26.922
ger	42	1000	without	0-CRF	53.636
ger	42	1000	without	Seq2seq	61.65
ger	42	1000	without	1-CRF	65.0
ger	42	1000	without	3-CRF	65.394
ger	42	1000	without	4-CRF	65.474
ger	42	1000	without	2-CRF	65.518
ger	43	1000	without	Morfessor	25.042
ger	43	1000	without	0-CRF	53.374
ger	43	1000	without	Seq2seq	64.436
ger	43	1000	without	1-CRF	67.428
ger	43	1000	without	2-CRF	67.676
ger	43	1000	without	3-CRF	68.146
ger	43	1000	without	4-CRF	68.52
ger	44	1000	without	Morfessor	26.898
ger	44	1000	without	0-CRF	54.378
ger	44	1000	without	Seq2seq	63.088
ger	44	1000	without	1-CRF	67.776
ger	44	1000	without	2-CRF	68.098
ger	44	1000	without	3-CRF	68.61
ger	44	1000	without	4-CRF	68.94
ger	45	1000	without	Morfessor	24.852
ger	45	1000	without	0-CRF	52.054
ger	45	1000	without	Seq2seq	61.824
ger	45	1000	without	1-CRF	66.008
ger	45	1000	without	3-CRF	66.638
ger	45	1000	without	2-CRF	66.72800000000001
ger	45	1000	without	4-CRF	66.8
ger	46	1000	without	Morfessor	27.576
ger	46	1000	without	0-CRF	54.626
ger	46	1000	without	Seq2seq	63.705999999999996
ger	46	1000	without	1-CRF	66.00800000000001
ger	46	1000	without	4-CRF	66.45400000000001
ger	46	1000	without	2-CRF	66.576
ger	46	1000	without	3-CRF	66.578
ger	47	1000	without	Morfessor	26.558
ger	47	1000	without	0-CRF	53.248
ger	47	1000	without	Seq2seq	63.378
ger	47	1000	without	3-CRF	68.14399999999999
ger	47	1000	without	1-CRF	68.44
ger	47	1000	without	4-CRF	68.55799999999999
ger	47	1000	without	2-CRF	68.648
ger	48	1000	without	Morfessor	25.221999999999998
ger	48	1000	without	0-CRF	55.518
ger	48	1000	without	Seq2seq	65.268
ger	48	1000	without	1-CRF	66.608
ger	48	1000	without	2-CRF	67.316
ger	48	1000	without	3-CRF	67.418
ger	48	1000	without	4-CRF	67.466
ger	49	1000	without	Morfessor	25.784
ger	49	1000	without	0-CRF	54.944
ger	49	1000	without	Seq2seq	64.144
ger	49	1000	without	1-CRF	67.41799999999999
ger	49	1000	without	2-CRF	67.502
ger	49	1000	without	3-CRF	67.808
ger	49	1000	without	4-CRF	68.276
ger	50	1000	without	Morfessor	25.496
